output,base_key,keyboard_apple_id,key_code,modifiers
7,7,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
8,8,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
9,9,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
ਆ,ਾ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
ਢ,ਦ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
ਐ,ੇ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
ਠ,ਤ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
…,੧,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
©,੨,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
®,੩,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
™,੪,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
‘,੬,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
’,੫,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
+,=,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
—,੯,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
–,੭,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
−,-,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
•,੮,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
×,੦,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
},ੰ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
ਔ,ੋ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
ਊ,ੁ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
{,ੱ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
ਈ,ਿ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
"""",',com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
:,;,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
|,,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
.,।,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
 , ,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
~,,com.apple.keylayout.Gurmukhi-QWERTY,50,"{'shift', 'option'}"
‌,,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
.,.,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
*,,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
*,*,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
+,+,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
+,,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
=,,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
/,/,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
/,,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
-,-,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
=,=,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
0,0,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
1,1,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
2,2,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
3,3,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
4,4,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
5,5,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
6,6,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
7,7,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
8,8,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
9,9,com.apple.keylayout.Gurmukhi-QWERTY,,"{'shift', 'option'}"
a,a,com.apple.keylayout.Austrian,,set()
s,s,com.apple.keylayout.Austrian,,set()
d,d,com.apple.keylayout.Austrian,,set()
f,f,com.apple.keylayout.Austrian,,set()
h,h,com.apple.keylayout.Austrian,,set()
g,g,com.apple.keylayout.Austrian,,set()
y,y,com.apple.keylayout.Austrian,,set()
x,x,com.apple.keylayout.Austrian,,set()
c,c,com.apple.keylayout.Austrian,,set()
v,v,com.apple.keylayout.Austrian,,set()
b,b,com.apple.keylayout.Austrian,,set()
q,q,com.apple.keylayout.Austrian,,set()
w,w,com.apple.keylayout.Austrian,,set()
e,e,com.apple.keylayout.Austrian,,set()
r,r,com.apple.keylayout.Austrian,,set()
z,z,com.apple.keylayout.Austrian,,set()
t,t,com.apple.keylayout.Austrian,,set()
1,1,com.apple.keylayout.Austrian,,set()
2,2,com.apple.keylayout.Austrian,,set()
3,3,com.apple.keylayout.Austrian,,set()
4,4,com.apple.keylayout.Austrian,,set()
6,6,com.apple.keylayout.Austrian,,set()
5,5,com.apple.keylayout.Austrian,,set()
9,9,com.apple.keylayout.Austrian,,set()
7,7,com.apple.keylayout.Austrian,,set()
ß,ß,com.apple.keylayout.Austrian,,set()
8,8,com.apple.keylayout.Austrian,,set()
0,0,com.apple.keylayout.Austrian,,set()
+,+,com.apple.keylayout.Austrian,,set()
o,o,com.apple.keylayout.Austrian,,set()
u,u,com.apple.keylayout.Austrian,,set()
ü,ü,com.apple.keylayout.Austrian,,set()
i,i,com.apple.keylayout.Austrian,,set()
p,p,com.apple.keylayout.Austrian,,set()
l,l,com.apple.keylayout.Austrian,,set()
j,j,com.apple.keylayout.Austrian,,set()
ä,ä,com.apple.keylayout.Austrian,,set()
k,k,com.apple.keylayout.Austrian,,set()
ö,ö,com.apple.keylayout.Austrian,,set()
#,#,com.apple.keylayout.Austrian,,set()
",",",",com.apple.keylayout.Austrian,,set()
-,-,com.apple.keylayout.Austrian,,set()
n,n,com.apple.keylayout.Austrian,,set()
m,m,com.apple.keylayout.Austrian,,set()
.,.,com.apple.keylayout.Austrian,,set()
 , ,com.apple.keylayout.Austrian,,set()
<,<,com.apple.keylayout.Austrian,50,set()
",",",",com.apple.keylayout.Austrian,,set()
*,*,com.apple.keylayout.Austrian,,set()
+,+,com.apple.keylayout.Austrian,,set()
/,/,com.apple.keylayout.Austrian,,set()
-,-,com.apple.keylayout.Austrian,,set()
=,=,com.apple.keylayout.Austrian,,set()
0,0,com.apple.keylayout.Austrian,,set()
1,1,com.apple.keylayout.Austrian,,set()
2,2,com.apple.keylayout.Austrian,,set()
3,3,com.apple.keylayout.Austrian,,set()
4,4,com.apple.keylayout.Austrian,,set()
5,5,com.apple.keylayout.Austrian,,set()
6,6,com.apple.keylayout.Austrian,,set()
7,7,com.apple.keylayout.Austrian,,set()
8,8,com.apple.keylayout.Austrian,,set()
9,9,com.apple.keylayout.Austrian,,set()
A,a,com.apple.keylayout.Austrian,,{'shift'}
S,s,com.apple.keylayout.Austrian,,{'shift'}
D,d,com.apple.keylayout.Austrian,,{'shift'}
F,f,com.apple.keylayout.Austrian,,{'shift'}
H,h,com.apple.keylayout.Austrian,,{'shift'}
G,g,com.apple.keylayout.Austrian,,{'shift'}
Y,y,com.apple.keylayout.Austrian,,{'shift'}
X,x,com.apple.keylayout.Austrian,,{'shift'}
C,c,com.apple.keylayout.Austrian,,{'shift'}
V,v,com.apple.keylayout.Austrian,,{'shift'}
°,,com.apple.keylayout.Austrian,10,{'shift'}
B,b,com.apple.keylayout.Austrian,,{'shift'}
Q,q,com.apple.keylayout.Austrian,,{'shift'}
W,w,com.apple.keylayout.Austrian,,{'shift'}
E,e,com.apple.keylayout.Austrian,,{'shift'}
R,r,com.apple.keylayout.Austrian,,{'shift'}
Z,z,com.apple.keylayout.Austrian,,{'shift'}
T,t,com.apple.keylayout.Austrian,,{'shift'}
!,1,com.apple.keylayout.Austrian,,{'shift'}
"""",2,com.apple.keylayout.Austrian,,{'shift'}
§,3,com.apple.keylayout.Austrian,,{'shift'}
$,4,com.apple.keylayout.Austrian,,{'shift'}
&,6,com.apple.keylayout.Austrian,,{'shift'}
%,5,com.apple.keylayout.Austrian,,{'shift'}
),9,com.apple.keylayout.Austrian,,{'shift'}
/,7,com.apple.keylayout.Austrian,,{'shift'}
?,ß,com.apple.keylayout.Austrian,,{'shift'}
(,8,com.apple.keylayout.Austrian,,{'shift'}
=,0,com.apple.keylayout.Austrian,,{'shift'}
*,+,com.apple.keylayout.Austrian,,{'shift'}
O,o,com.apple.keylayout.Austrian,,{'shift'}
U,u,com.apple.keylayout.Austrian,,{'shift'}
Ü,ü,com.apple.keylayout.Austrian,,{'shift'}
I,i,com.apple.keylayout.Austrian,,{'shift'}
P,p,com.apple.keylayout.Austrian,,{'shift'}
L,l,com.apple.keylayout.Austrian,,{'shift'}
J,j,com.apple.keylayout.Austrian,,{'shift'}
Ä,ä,com.apple.keylayout.Austrian,,{'shift'}
K,k,com.apple.keylayout.Austrian,,{'shift'}
Ö,ö,com.apple.keylayout.Austrian,,{'shift'}
',#,com.apple.keylayout.Austrian,,{'shift'}
;,",",com.apple.keylayout.Austrian,,{'shift'}
_,-,com.apple.keylayout.Austrian,,{'shift'}
N,n,com.apple.keylayout.Austrian,,{'shift'}
M,m,com.apple.keylayout.Austrian,,{'shift'}
:,.,com.apple.keylayout.Austrian,,{'shift'}
 , ,com.apple.keylayout.Austrian,,{'shift'}
>,<,com.apple.keylayout.Austrian,50,{'shift'}
",",",",com.apple.keylayout.Austrian,,{'shift'}
*,,com.apple.keylayout.Austrian,,{'shift'}
*,*,com.apple.keylayout.Austrian,,{'shift'}
+,+,com.apple.keylayout.Austrian,,{'shift'}
+,,com.apple.keylayout.Austrian,,{'shift'}
=,,com.apple.keylayout.Austrian,,{'shift'}
/,/,com.apple.keylayout.Austrian,,{'shift'}
/,,com.apple.keylayout.Austrian,,{'shift'}
-,-,com.apple.keylayout.Austrian,,{'shift'}
=,=,com.apple.keylayout.Austrian,,{'shift'}
0,0,com.apple.keylayout.Austrian,,{'shift'}
1,1,com.apple.keylayout.Austrian,,{'shift'}
2,2,com.apple.keylayout.Austrian,,{'shift'}
3,3,com.apple.keylayout.Austrian,,{'shift'}
4,4,com.apple.keylayout.Austrian,,{'shift'}
5,5,com.apple.keylayout.Austrian,,{'shift'}
6,6,com.apple.keylayout.Austrian,,{'shift'}
7,7,com.apple.keylayout.Austrian,,{'shift'}
8,8,com.apple.keylayout.Austrian,,{'shift'}
9,9,com.apple.keylayout.Austrian,,{'shift'}
å,a,com.apple.keylayout.Austrian,,{'option'}
‚,s,com.apple.keylayout.Austrian,,{'option'}
∂,d,com.apple.keylayout.Austrian,,{'option'}
ƒ,f,com.apple.keylayout.Austrian,,{'option'}
ª,h,com.apple.keylayout.Austrian,,{'option'}
©,g,com.apple.keylayout.Austrian,,{'option'}
¥,y,com.apple.keylayout.Austrian,,{'option'}
≈,x,com.apple.keylayout.Austrian,,{'option'}
ç,c,com.apple.keylayout.Austrian,,{'option'}
√,v,com.apple.keylayout.Austrian,,{'option'}
„,,com.apple.keylayout.Austrian,10,{'option'}
∫,b,com.apple.keylayout.Austrian,,{'option'}
«,q,com.apple.keylayout.Austrian,,{'option'}
∑,w,com.apple.keylayout.Austrian,,{'option'}
€,e,com.apple.keylayout.Austrian,,{'option'}
®,r,com.apple.keylayout.Austrian,,{'option'}
Ω,z,com.apple.keylayout.Austrian,,{'option'}
†,t,com.apple.keylayout.Austrian,,{'option'}
¡,1,com.apple.keylayout.Austrian,,{'option'}
“,2,com.apple.keylayout.Austrian,,{'option'}
¶,3,com.apple.keylayout.Austrian,,{'option'}
¢,4,com.apple.keylayout.Austrian,,{'option'}
],6,com.apple.keylayout.Austrian,,{'option'}
[,5,com.apple.keylayout.Austrian,,{'option'}
',,com.apple.keylayout.Austrian,,{'option'}
},9,com.apple.keylayout.Austrian,,{'option'}
|,7,com.apple.keylayout.Austrian,,{'option'}
¿,ß,com.apple.keylayout.Austrian,,{'option'}
{,8,com.apple.keylayout.Austrian,,{'option'}
≠,0,com.apple.keylayout.Austrian,,{'option'}
±,+,com.apple.keylayout.Austrian,,{'option'}
ø,o,com.apple.keylayout.Austrian,,{'option'}
•,ü,com.apple.keylayout.Austrian,,{'option'}
⁄,i,com.apple.keylayout.Austrian,,{'option'}
π,p,com.apple.keylayout.Austrian,,{'option'}
@,l,com.apple.keylayout.Austrian,,{'option'}
º,j,com.apple.keylayout.Austrian,,{'option'}
æ,ä,com.apple.keylayout.Austrian,,{'option'}
∆,k,com.apple.keylayout.Austrian,,{'option'}
œ,ö,com.apple.keylayout.Austrian,,{'option'}
‘,#,com.apple.keylayout.Austrian,,{'option'}
∞,",",com.apple.keylayout.Austrian,,{'option'}
–,-,com.apple.keylayout.Austrian,,{'option'}
µ,m,com.apple.keylayout.Austrian,,{'option'}
…,.,com.apple.keylayout.Austrian,,{'option'}
 , ,com.apple.keylayout.Austrian,,{'option'}
≤,<,com.apple.keylayout.Austrian,50,{'option'}
.,",",com.apple.keylayout.Austrian,,{'option'}
*,*,com.apple.keylayout.Austrian,,{'option'}
+,+,com.apple.keylayout.Austrian,,{'option'}
/,/,com.apple.keylayout.Austrian,,{'option'}
-,-,com.apple.keylayout.Austrian,,{'option'}
=,=,com.apple.keylayout.Austrian,,{'option'}
0,0,com.apple.keylayout.Austrian,,{'option'}
1,1,com.apple.keylayout.Austrian,,{'option'}
2,2,com.apple.keylayout.Austrian,,{'option'}
3,3,com.apple.keylayout.Austrian,,{'option'}
4,4,com.apple.keylayout.Austrian,,{'option'}
5,5,com.apple.keylayout.Austrian,,{'option'}
6,6,com.apple.keylayout.Austrian,,{'option'}
7,7,com.apple.keylayout.Austrian,,{'option'}
8,8,com.apple.keylayout.Austrian,,{'option'}
9,9,com.apple.keylayout.Austrian,,{'option'}
Å,a,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Í,s,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
™,d,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Ï,f,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Ó,h,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Ì,g,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
‡,y,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Ù,x,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Ç,c,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
◊,v,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
“,,com.apple.keylayout.Austrian,10,"{'shift', 'option'}"
‹,b,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
»,q,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
„,w,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
‰,e,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
¸,r,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
ˇ,z,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
˝,t,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
¬,1,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
”,2,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
#,3,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
£,4,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
ﬁ,5,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
˚,,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
·,9,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
\,7,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
˙,ß,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
˜,8,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
¯,0,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
,+,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Ø,o,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Á,u,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
°,ü,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Û,i,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
∏,p,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
ﬂ,l,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
ı,j,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Æ,ä,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
ˆ,k,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
Œ,ö,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
’,#,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
˛,",",com.apple.keylayout.Austrian,,"{'shift', 'option'}"
—,-,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
›,n,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
˘,m,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
÷,.,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
 , ,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
≥,<,com.apple.keylayout.Austrian,50,"{'shift', 'option'}"
.,",",com.apple.keylayout.Austrian,,"{'shift', 'option'}"
*,,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
*,*,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
+,+,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
+,,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
=,,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
/,/,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
/,,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
-,-,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
=,=,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
0,0,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
1,1,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
2,2,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
3,3,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
4,4,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
5,5,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
6,6,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
7,7,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
8,8,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
9,9,com.apple.keylayout.Austrian,,"{'shift', 'option'}"
a,a,com.apple.keylayout.US,,set()
s,s,com.apple.keylayout.US,,set()
d,d,com.apple.keylayout.US,,set()
f,f,com.apple.keylayout.US,,set()
h,h,com.apple.keylayout.US,,set()
g,g,com.apple.keylayout.US,,set()
z,z,com.apple.keylayout.US,,set()
x,x,com.apple.keylayout.US,,set()
c,c,com.apple.keylayout.US,,set()
v,v,com.apple.keylayout.US,,set()
§,§,com.apple.keylayout.US,10,set()
b,b,com.apple.keylayout.US,,set()
q,q,com.apple.keylayout.US,,set()
w,w,com.apple.keylayout.US,,set()
e,e,com.apple.keylayout.US,,set()
r,r,com.apple.keylayout.US,,set()
y,y,com.apple.keylayout.US,,set()
t,t,com.apple.keylayout.US,,set()
1,1,com.apple.keylayout.US,,set()
2,2,com.apple.keylayout.US,,set()
3,3,com.apple.keylayout.US,,set()
4,4,com.apple.keylayout.US,,set()
6,6,com.apple.keylayout.US,,set()
5,5,com.apple.keylayout.US,,set()
=,=,com.apple.keylayout.US,,set()
9,9,com.apple.keylayout.US,,set()
7,7,com.apple.keylayout.US,,set()
-,-,com.apple.keylayout.US,,set()
8,8,com.apple.keylayout.US,,set()
0,0,com.apple.keylayout.US,,set()
],],com.apple.keylayout.US,,set()
o,o,com.apple.keylayout.US,,set()
u,u,com.apple.keylayout.US,,set()
[,[,com.apple.keylayout.US,,set()
i,i,com.apple.keylayout.US,,set()
p,p,com.apple.keylayout.US,,set()
l,l,com.apple.keylayout.US,,set()
j,j,com.apple.keylayout.US,,set()
',',com.apple.keylayout.US,,set()
k,k,com.apple.keylayout.US,,set()
;,;,com.apple.keylayout.US,,set()
\,\,com.apple.keylayout.US,,set()
",",",",com.apple.keylayout.US,,set()
/,/,com.apple.keylayout.US,,set()
n,n,com.apple.keylayout.US,,set()
m,m,com.apple.keylayout.US,,set()
.,.,com.apple.keylayout.US,,set()
 , ,com.apple.keylayout.US,,set()
`,`,com.apple.keylayout.US,50,set()
.,.,com.apple.keylayout.US,,set()
*,*,com.apple.keylayout.US,,set()
+,+,com.apple.keylayout.US,,set()
/,/,com.apple.keylayout.US,,set()
-,-,com.apple.keylayout.US,,set()
=,=,com.apple.keylayout.US,,set()
0,0,com.apple.keylayout.US,,set()
1,1,com.apple.keylayout.US,,set()
2,2,com.apple.keylayout.US,,set()
3,3,com.apple.keylayout.US,,set()
4,4,com.apple.keylayout.US,,set()
5,5,com.apple.keylayout.US,,set()
6,6,com.apple.keylayout.US,,set()
7,7,com.apple.keylayout.US,,set()
8,8,com.apple.keylayout.US,,set()
9,9,com.apple.keylayout.US,,set()
A,a,com.apple.keylayout.US,,{'shift'}
S,s,com.apple.keylayout.US,,{'shift'}
D,d,com.apple.keylayout.US,,{'shift'}
F,f,com.apple.keylayout.US,,{'shift'}
H,h,com.apple.keylayout.US,,{'shift'}
G,g,com.apple.keylayout.US,,{'shift'}
Z,z,com.apple.keylayout.US,,{'shift'}
X,x,com.apple.keylayout.US,,{'shift'}
C,c,com.apple.keylayout.US,,{'shift'}
V,v,com.apple.keylayout.US,,{'shift'}
±,§,com.apple.keylayout.US,10,{'shift'}
B,b,com.apple.keylayout.US,,{'shift'}
Q,q,com.apple.keylayout.US,,{'shift'}
W,w,com.apple.keylayout.US,,{'shift'}
E,e,com.apple.keylayout.US,,{'shift'}
R,r,com.apple.keylayout.US,,{'shift'}
Y,y,com.apple.keylayout.US,,{'shift'}
T,t,com.apple.keylayout.US,,{'shift'}
!,1,com.apple.keylayout.US,,{'shift'}
@,2,com.apple.keylayout.US,,{'shift'}
#,3,com.apple.keylayout.US,,{'shift'}
$,4,com.apple.keylayout.US,,{'shift'}
^,6,com.apple.keylayout.US,,{'shift'}
%,5,com.apple.keylayout.US,,{'shift'}
+,=,com.apple.keylayout.US,,{'shift'}
(,9,com.apple.keylayout.US,,{'shift'}
&,7,com.apple.keylayout.US,,{'shift'}
_,-,com.apple.keylayout.US,,{'shift'}
*,8,com.apple.keylayout.US,,{'shift'}
),0,com.apple.keylayout.US,,{'shift'}
},],com.apple.keylayout.US,,{'shift'}
O,o,com.apple.keylayout.US,,{'shift'}
U,u,com.apple.keylayout.US,,{'shift'}
{,[,com.apple.keylayout.US,,{'shift'}
I,i,com.apple.keylayout.US,,{'shift'}
P,p,com.apple.keylayout.US,,{'shift'}
L,l,com.apple.keylayout.US,,{'shift'}
J,j,com.apple.keylayout.US,,{'shift'}
"""",',com.apple.keylayout.US,,{'shift'}
K,k,com.apple.keylayout.US,,{'shift'}
:,;,com.apple.keylayout.US,,{'shift'}
|,\,com.apple.keylayout.US,,{'shift'}
<,",",com.apple.keylayout.US,,{'shift'}
?,/,com.apple.keylayout.US,,{'shift'}
N,n,com.apple.keylayout.US,,{'shift'}
M,m,com.apple.keylayout.US,,{'shift'}
>,.,com.apple.keylayout.US,,{'shift'}
 , ,com.apple.keylayout.US,,{'shift'}
~,`,com.apple.keylayout.US,50,{'shift'}
.,.,com.apple.keylayout.US,,{'shift'}
*,,com.apple.keylayout.US,,{'shift'}
*,*,com.apple.keylayout.US,,{'shift'}
+,+,com.apple.keylayout.US,,{'shift'}
+,,com.apple.keylayout.US,,{'shift'}
=,,com.apple.keylayout.US,,{'shift'}
/,/,com.apple.keylayout.US,,{'shift'}
/,,com.apple.keylayout.US,,{'shift'}
-,-,com.apple.keylayout.US,,{'shift'}
=,=,com.apple.keylayout.US,,{'shift'}
0,0,com.apple.keylayout.US,,{'shift'}
1,1,com.apple.keylayout.US,,{'shift'}
2,2,com.apple.keylayout.US,,{'shift'}
3,3,com.apple.keylayout.US,,{'shift'}
4,4,com.apple.keylayout.US,,{'shift'}
5,5,com.apple.keylayout.US,,{'shift'}
6,6,com.apple.keylayout.US,,{'shift'}
7,7,com.apple.keylayout.US,,{'shift'}
8,8,com.apple.keylayout.US,,{'shift'}
9,9,com.apple.keylayout.US,,{'shift'}
å,a,com.apple.keylayout.US,,{'option'}
ß,s,com.apple.keylayout.US,,{'option'}
∂,d,com.apple.keylayout.US,,{'option'}
ƒ,f,com.apple.keylayout.US,,{'option'}
˙,h,com.apple.keylayout.US,,{'option'}
©,g,com.apple.keylayout.US,,{'option'}
Ω,z,com.apple.keylayout.US,,{'option'}
≈,x,com.apple.keylayout.US,,{'option'}
ç,c,com.apple.keylayout.US,,{'option'}
√,v,com.apple.keylayout.US,,{'option'}
§,§,com.apple.keylayout.US,10,{'option'}
∫,b,com.apple.keylayout.US,,{'option'}
œ,q,com.apple.keylayout.US,,{'option'}
∑,w,com.apple.keylayout.US,,{'option'}
®,r,com.apple.keylayout.US,,{'option'}
¥,y,com.apple.keylayout.US,,{'option'}
†,t,com.apple.keylayout.US,,{'option'}
¡,1,com.apple.keylayout.US,,{'option'}
™,2,com.apple.keylayout.US,,{'option'}
£,3,com.apple.keylayout.US,,{'option'}
¢,4,com.apple.keylayout.US,,{'option'}
§,6,com.apple.keylayout.US,,{'option'}
∞,5,com.apple.keylayout.US,,{'option'}
≠,=,com.apple.keylayout.US,,{'option'}
ª,9,com.apple.keylayout.US,,{'option'}
¶,7,com.apple.keylayout.US,,{'option'}
–,-,com.apple.keylayout.US,,{'option'}
•,8,com.apple.keylayout.US,,{'option'}
º,0,com.apple.keylayout.US,,{'option'}
‘,],com.apple.keylayout.US,,{'option'}
ø,o,com.apple.keylayout.US,,{'option'}
“,[,com.apple.keylayout.US,,{'option'}
π,p,com.apple.keylayout.US,,{'option'}
¬,l,com.apple.keylayout.US,,{'option'}
∆,j,com.apple.keylayout.US,,{'option'}
æ,',com.apple.keylayout.US,,{'option'}
˚,k,com.apple.keylayout.US,,{'option'}
…,;,com.apple.keylayout.US,,{'option'}
«,\,com.apple.keylayout.US,,{'option'}
≤,",",com.apple.keylayout.US,,{'option'}
÷,/,com.apple.keylayout.US,,{'option'}
µ,m,com.apple.keylayout.US,,{'option'}
≥,.,com.apple.keylayout.US,,{'option'}
 , ,com.apple.keylayout.US,,{'option'}
