output,base_key,keyboard_apple_id,key_code,modifiers
0,0,com.apple.keylayout.GreekPolytonic,,{'shift'}
1,1,com.apple.keylayout.GreekPolytonic,,{'shift'}
2,2,com.apple.keylayout.GreekPolytonic,,{'shift'}
3,3,com.apple.keylayout.GreekPolytonic,,{'shift'}
4,4,com.apple.keylayout.GreekPolytonic,,{'shift'}
5,5,com.apple.keylayout.GreekPolytonic,,{'shift'}
6,6,com.apple.keylayout.GreekPolytonic,,{'shift'}
7,7,com.apple.keylayout.GreekPolytonic,,{'shift'}
8,8,com.apple.keylayout.GreekPolytonic,,{'shift'}
9,9,com.apple.keylayout.GreekPolytonic,,{'shift'}
a,a,com.apple.keylayout.SwissGerman,,set()
s,s,com.apple.keylayout.SwissGerman,,set()
d,d,com.apple.keylayout.SwissGerman,,set()
f,f,com.apple.keylayout.SwissGerman,,set()
h,h,com.apple.keylayout.SwissGerman,,set()
g,g,com.apple.keylayout.SwissGerman,,set()
y,y,com.apple.keylayout.SwissGerman,,set()
x,x,com.apple.keylayout.SwissGerman,,set()
c,c,com.apple.keylayout.SwissGerman,,set()
v,v,com.apple.keylayout.SwissGerman,,set()
§,§,com.apple.keylayout.SwissGerman,10,set()
b,b,com.apple.keylayout.SwissGerman,,set()
q,q,com.apple.keylayout.SwissGerman,,set()
w,w,com.apple.keylayout.SwissGerman,,set()
e,e,com.apple.keylayout.SwissGerman,,set()
r,r,com.apple.keylayout.SwissGerman,,set()
z,z,com.apple.keylayout.SwissGerman,,set()
t,t,com.apple.keylayout.SwissGerman,,set()
1,1,com.apple.keylayout.SwissGerman,,set()
2,2,com.apple.keylayout.SwissGerman,,set()
3,3,com.apple.keylayout.SwissGerman,,set()
4,4,com.apple.keylayout.SwissGerman,,set()
6,6,com.apple.keylayout.SwissGerman,,set()
5,5,com.apple.keylayout.SwissGerman,,set()
9,9,com.apple.keylayout.SwissGerman,,set()
7,7,com.apple.keylayout.SwissGerman,,set()
',',com.apple.keylayout.SwissGerman,,set()
8,8,com.apple.keylayout.SwissGerman,,set()
0,0,com.apple.keylayout.SwissGerman,,set()
o,o,com.apple.keylayout.SwissGerman,,set()
u,u,com.apple.keylayout.SwissGerman,,set()
ü,ü,com.apple.keylayout.SwissGerman,,set()
i,i,com.apple.keylayout.SwissGerman,,set()
p,p,com.apple.keylayout.SwissGerman,,set()
l,l,com.apple.keylayout.SwissGerman,,set()
j,j,com.apple.keylayout.SwissGerman,,set()
ä,ä,com.apple.keylayout.SwissGerman,,set()
k,k,com.apple.keylayout.SwissGerman,,set()
ö,ö,com.apple.keylayout.SwissGerman,,set()
$,$,com.apple.keylayout.SwissGerman,,set()
",",",",com.apple.keylayout.SwissGerman,,set()
-,-,com.apple.keylayout.SwissGerman,,set()
n,n,com.apple.keylayout.SwissGerman,,set()
m,m,com.apple.keylayout.SwissGerman,,set()
.,.,com.apple.keylayout.SwissGerman,,set()
 , ,com.apple.keylayout.SwissGerman,,set()
<,<,com.apple.keylayout.SwissGerman,50,set()
.,.,com.apple.keylayout.SwissGerman,,set()
*,*,com.apple.keylayout.SwissGerman,,set()
+,+,com.apple.keylayout.SwissGerman,,set()
/,/,com.apple.keylayout.SwissGerman,,set()
-,-,com.apple.keylayout.SwissGerman,,set()
=,=,com.apple.keylayout.SwissGerman,,set()
0,0,com.apple.keylayout.SwissGerman,,set()
1,1,com.apple.keylayout.SwissGerman,,set()
2,2,com.apple.keylayout.SwissGerman,,set()
3,3,com.apple.keylayout.SwissGerman,,set()
4,4,com.apple.keylayout.SwissGerman,,set()
5,5,com.apple.keylayout.SwissGerman,,set()
6,6,com.apple.keylayout.SwissGerman,,set()
7,7,com.apple.keylayout.SwissGerman,,set()
8,8,com.apple.keylayout.SwissGerman,,set()
9,9,com.apple.keylayout.SwissGerman,,set()
A,a,com.apple.keylayout.SwissGerman,,{'shift'}
S,s,com.apple.keylayout.SwissGerman,,{'shift'}
D,d,com.apple.keylayout.SwissGerman,,{'shift'}
F,f,com.apple.keylayout.SwissGerman,,{'shift'}
H,h,com.apple.keylayout.SwissGerman,,{'shift'}
G,g,com.apple.keylayout.SwissGerman,,{'shift'}
Y,y,com.apple.keylayout.SwissGerman,,{'shift'}
X,x,com.apple.keylayout.SwissGerman,,{'shift'}
C,c,com.apple.keylayout.SwissGerman,,{'shift'}
V,v,com.apple.keylayout.SwissGerman,,{'shift'}
°,§,com.apple.keylayout.SwissGerman,10,{'shift'}
B,b,com.apple.keylayout.SwissGerman,,{'shift'}
Q,q,com.apple.keylayout.SwissGerman,,{'shift'}
W,w,com.apple.keylayout.SwissGerman,,{'shift'}
E,e,com.apple.keylayout.SwissGerman,,{'shift'}
R,r,com.apple.keylayout.SwissGerman,,{'shift'}
Z,z,com.apple.keylayout.SwissGerman,,{'shift'}
T,t,com.apple.keylayout.SwissGerman,,{'shift'}
+,1,com.apple.keylayout.SwissGerman,,{'shift'}
"""",2,com.apple.keylayout.SwissGerman,,{'shift'}
*,3,com.apple.keylayout.SwissGerman,,{'shift'}
ç,4,com.apple.keylayout.SwissGerman,,{'shift'}
&,6,com.apple.keylayout.SwissGerman,,{'shift'}
%,5,com.apple.keylayout.SwissGerman,,{'shift'}
),9,com.apple.keylayout.SwissGerman,,{'shift'}
/,7,com.apple.keylayout.SwissGerman,,{'shift'}
?,',com.apple.keylayout.SwissGerman,,{'shift'}
(,8,com.apple.keylayout.SwissGerman,,{'shift'}
=,0,com.apple.keylayout.SwissGerman,,{'shift'}
!,,com.apple.keylayout.SwissGerman,,{'shift'}
O,o,com.apple.keylayout.SwissGerman,,{'shift'}
U,u,com.apple.keylayout.SwissGerman,,{'shift'}
è,ü,com.apple.keylayout.SwissGerman,,{'shift'}
I,i,com.apple.keylayout.SwissGerman,,{'shift'}
P,p,com.apple.keylayout.SwissGerman,,{'shift'}
L,l,com.apple.keylayout.SwissGerman,,{'shift'}
J,j,com.apple.keylayout.SwissGerman,,{'shift'}
à,ä,com.apple.keylayout.SwissGerman,,{'shift'}
K,k,com.apple.keylayout.SwissGerman,,{'shift'}
é,ö,com.apple.keylayout.SwissGerman,,{'shift'}
£,$,com.apple.keylayout.SwissGerman,,{'shift'}
;,",",com.apple.keylayout.SwissGerman,,{'shift'}
_,-,com.apple.keylayout.SwissGerman,,{'shift'}
N,n,com.apple.keylayout.SwissGerman,,{'shift'}
M,m,com.apple.keylayout.SwissGerman,,{'shift'}
:,.,com.apple.keylayout.SwissGerman,,{'shift'}
 , ,com.apple.keylayout.SwissGerman,,{'shift'}
>,<,com.apple.keylayout.SwissGerman,50,{'shift'}
",",.,com.apple.keylayout.SwissGerman,,{'shift'}
*,,com.apple.keylayout.SwissGerman,,{'shift'}
*,*,com.apple.keylayout.SwissGerman,,{'shift'}
+,+,com.apple.keylayout.SwissGerman,,{'shift'}
+,,com.apple.keylayout.SwissGerman,,{'shift'}
=,,com.apple.keylayout.SwissGerman,,{'shift'}
/,/,com.apple.keylayout.SwissGerman,,{'shift'}
/,,com.apple.keylayout.SwissGerman,,{'shift'}
-,-,com.apple.keylayout.SwissGerman,,{'shift'}
=,=,com.apple.keylayout.SwissGerman,,{'shift'}
0,0,com.apple.keylayout.SwissGerman,,{'shift'}
1,1,com.apple.keylayout.SwissGerman,,{'shift'}
2,2,com.apple.keylayout.SwissGerman,,{'shift'}
3,3,com.apple.keylayout.SwissGerman,,{'shift'}
4,4,com.apple.keylayout.SwissGerman,,{'shift'}
5,5,com.apple.keylayout.SwissGerman,,{'shift'}
6,6,com.apple.keylayout.SwissGerman,,{'shift'}
7,7,com.apple.keylayout.SwissGerman,,{'shift'}
8,8,com.apple.keylayout.SwissGerman,,{'shift'}
9,9,com.apple.keylayout.SwissGerman,,{'shift'}
å,a,com.apple.keylayout.SwissGerman,,{'option'}
ß,s,com.apple.keylayout.SwissGerman,,{'option'}
∂,d,com.apple.keylayout.SwissGerman,,{'option'}
ƒ,f,com.apple.keylayout.SwissGerman,,{'option'}
ª,h,com.apple.keylayout.SwissGerman,,{'option'}
@,g,com.apple.keylayout.SwissGerman,,{'option'}
¥,y,com.apple.keylayout.SwissGerman,,{'option'}
≈,x,com.apple.keylayout.SwissGerman,,{'option'}
©,c,com.apple.keylayout.SwissGerman,,{'option'}
√,v,com.apple.keylayout.SwissGerman,,{'option'}
ﬁ,§,com.apple.keylayout.SwissGerman,10,{'option'}
∫,b,com.apple.keylayout.SwissGerman,,{'option'}
œ,q,com.apple.keylayout.SwissGerman,,{'option'}
∑,w,com.apple.keylayout.SwissGerman,,{'option'}
€,e,com.apple.keylayout.SwissGerman,,{'option'}
®,r,com.apple.keylayout.SwissGerman,,{'option'}
Ω,z,com.apple.keylayout.SwissGerman,,{'option'}
†,t,com.apple.keylayout.SwissGerman,,{'option'}
±,1,com.apple.keylayout.SwissGerman,,{'option'}
“,2,com.apple.keylayout.SwissGerman,,{'option'}
#,3,com.apple.keylayout.SwissGerman,,{'option'}
Ç,4,com.apple.keylayout.SwissGerman,,{'option'}
],6,com.apple.keylayout.SwissGerman,,{'option'}
[,5,com.apple.keylayout.SwissGerman,,{'option'}
},9,com.apple.keylayout.SwissGerman,,{'option'}
|,7,com.apple.keylayout.SwissGerman,,{'option'}
¿,',com.apple.keylayout.SwissGerman,,{'option'}
{,8,com.apple.keylayout.SwissGerman,,{'option'}
≠,0,com.apple.keylayout.SwissGerman,,{'option'}
‘,,com.apple.keylayout.SwissGerman,,{'option'}
ø,o,com.apple.keylayout.SwissGerman,,{'option'}
°,u,com.apple.keylayout.SwissGerman,,{'option'}
§,ü,com.apple.keylayout.SwissGerman,,{'option'}
¡,i,com.apple.keylayout.SwissGerman,,{'option'}
π,p,com.apple.keylayout.SwissGerman,,{'option'}
¬,l,com.apple.keylayout.SwissGerman,,{'option'}
º,j,com.apple.keylayout.SwissGerman,,{'option'}
æ,ä,com.apple.keylayout.SwissGerman,,{'option'}
∆,k,com.apple.keylayout.SwissGerman,,{'option'}
¢,ö,com.apple.keylayout.SwissGerman,,{'option'}
¶,$,com.apple.keylayout.SwissGerman,,{'option'}
«,",",com.apple.keylayout.SwissGerman,,{'option'}
–,-,com.apple.keylayout.SwissGerman,,{'option'}
µ,m,com.apple.keylayout.SwissGerman,,{'option'}
…,.,com.apple.keylayout.SwissGerman,,{'option'}
 , ,com.apple.keylayout.SwissGerman,,{'option'}
≤,<,com.apple.keylayout.SwissGerman,50,{'option'}
.,.,com.apple.keylayout.SwissGerman,,{'option'}
*,*,com.apple.keylayout.SwissGerman,,{'option'}
+,+,com.apple.keylayout.SwissGerman,,{'option'}
/,/,com.apple.keylayout.SwissGerman,,{'option'}
-,-,com.apple.keylayout.SwissGerman,,{'option'}
=,=,com.apple.keylayout.SwissGerman,,{'option'}
0,0,com.apple.keylayout.SwissGerman,,{'option'}
1,1,com.apple.keylayout.SwissGerman,,{'option'}
2,2,com.apple.keylayout.SwissGerman,,{'option'}
3,3,com.apple.keylayout.SwissGerman,,{'option'}
4,4,com.apple.keylayout.SwissGerman,,{'option'}
5,5,com.apple.keylayout.SwissGerman,,{'option'}
6,6,com.apple.keylayout.SwissGerman,,{'option'}
7,7,com.apple.keylayout.SwissGerman,,{'option'}
8,8,com.apple.keylayout.SwissGerman,,{'option'}
9,9,com.apple.keylayout.SwissGerman,,{'option'}
Å,a,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
ﬁ,s,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
ﬂ,d,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
‡,f,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
·,h,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
‚,g,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Ÿ,y,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
™,x,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
◊,v,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
‰,§,com.apple.keylayout.SwissGerman,10,"{'shift', 'option'}"
Œ,q,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Á,w,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Ë,e,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
È,r,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Í,z,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Î,t,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
∞,1,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
”,2,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
‹,3,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
⁄,4,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
],6,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
[,5,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
^,,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Ô,9,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
\,7,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
,',com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Ò,8,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Ú,0,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
’,,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Ø,o,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Ù,u,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
ÿ,ü,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
ı,i,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
∏,p,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
ˆ,l,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
˜,j,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
Æ,ä,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
¯,k,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
˘,ö,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
•,$,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
»,",",com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
—,-,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
˙,n,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
˚,m,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
÷,.,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
 , ,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
≥,<,com.apple.keylayout.SwissGerman,50,"{'shift', 'option'}"
.,.,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
*,,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
*,*,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
+,+,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
+,,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
=,,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
/,/,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
/,,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
-,-,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
=,=,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
0,0,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
1,1,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
2,2,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
3,3,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
4,4,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
5,5,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
6,6,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
7,7,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
8,8,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
9,9,com.apple.keylayout.SwissGerman,,"{'shift', 'option'}"
ਾ,ਾ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਸ,ਸ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਦ,ਦ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੍,੍,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਹ,ਹ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਗ,ਗ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਙ,ਙ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਡ਼,ਡ਼,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਚ,ਚ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਵ,ਵ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਬ,ਬ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ੳ,ੳ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਅ,ਅ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ੇ,ੇ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਰ,ਰ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਯ,ਯ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਤ,ਤ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੧,੧,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੨,੨,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੩,੩,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੪,੪,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੬,੬,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੫,੫,com.apple.keylayout.Gurmukhi-QWERTY,,set()
=,=,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੯,੯,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੭,੭,com.apple.keylayout.Gurmukhi-QWERTY,,set()
-,-,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੮,੮,com.apple.keylayout.Gurmukhi-QWERTY,,set()
੦,੦,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ੰ,ੰ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ੋ,ੋ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ੁ,ੁ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ੱ,ੱ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਿ,ਿ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਪ,ਪ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਲ,ਲ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਜ,ਜ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
',',com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਕ,ਕ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
;,;,com.apple.keylayout.Gurmukhi-QWERTY,,set()
",",",",com.apple.keylayout.Gurmukhi-QWERTY,,set()
/,/,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਨ,ਨ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਮ,ਮ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
।,।,com.apple.keylayout.Gurmukhi-QWERTY,,set()
 , ,com.apple.keylayout.Gurmukhi-QWERTY,,set()
.,.,com.apple.keylayout.Gurmukhi-QWERTY,,set()
*,*,com.apple.keylayout.Gurmukhi-QWERTY,,set()
+,+,com.apple.keylayout.Gurmukhi-QWERTY,,set()
/,/,com.apple.keylayout.Gurmukhi-QWERTY,,set()
-,-,com.apple.keylayout.Gurmukhi-QWERTY,,set()
=,=,com.apple.keylayout.Gurmukhi-QWERTY,,set()
0,0,com.apple.keylayout.Gurmukhi-QWERTY,,set()
1,1,com.apple.keylayout.Gurmukhi-QWERTY,,set()
2,2,com.apple.keylayout.Gurmukhi-QWERTY,,set()
3,3,com.apple.keylayout.Gurmukhi-QWERTY,,set()
4,4,com.apple.keylayout.Gurmukhi-QWERTY,,set()
5,5,com.apple.keylayout.Gurmukhi-QWERTY,,set()
6,6,com.apple.keylayout.Gurmukhi-QWERTY,,set()
7,7,com.apple.keylayout.Gurmukhi-QWERTY,,set()
8,8,com.apple.keylayout.Gurmukhi-QWERTY,,set()
9,9,com.apple.keylayout.Gurmukhi-QWERTY,,set()
ਾ,ਾ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਸ਼,ਸ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਧ,ਦ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
਼,੍,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਘ,ਗ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਢ਼,ਡ਼,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਛ,ਚ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ੴ,ਵ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਭ,ਬ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ੲ,ੳ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਆ,ਅ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ੈ,ੇ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਥ,ਤ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
!,੧,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
@,੨,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
#,੩,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
$,੪,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
^,੬,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
%,੫,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
+,=,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
(,੯,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
&,੭,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
_,-,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
*,੮,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
),੦,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
],ੰ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ੌ,ੋ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ੂ,ੁ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
[,ੱ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ੀ,ਿ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਫ,ਪ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਝ,ਜ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
"""",',com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਖ,ਕ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
:,;,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
<,",",com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
?,/,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਣ,ਨ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਂ,ਮ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
>,।,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
 , ,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
.,.,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
*,*,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
+,+,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
/,/,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
-,-,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
=,=,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
0,0,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
1,1,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
2,2,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
3,3,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
4,4,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
5,5,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
6,6,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
7,7,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
8,8,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
9,9,com.apple.keylayout.Gurmukhi-QWERTY,,{'shift'}
ਅ,ਾ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
ਡ,ਦ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
ਏ,ੇ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
ਟ,ਤ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
1,੧,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
2,੨,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
3,੩,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
4,੪,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
6,੬,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
5,੫,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
=,=,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
9,੯,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
7,੭,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
-,-,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
8,੮,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
0,੦,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
],ੰ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
ਓ,ੋ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
ਉ,ੁ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
[,ੱ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
ਇ,ਿ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
',',com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
;,;,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
\,,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
ਞ,ਨ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
.,।,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
 , ,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
`,,com.apple.keylayout.Gurmukhi-QWERTY,50,{'option'}
‍,,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
.,.,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
*,*,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
+,+,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
/,/,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
-,-,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
=,=,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
0,0,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
1,1,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
2,2,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
3,3,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
4,4,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
5,5,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
6,6,com.apple.keylayout.Gurmukhi-QWERTY,,{'option'}
