output_char,apple_id,steps
î,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [34, []]]"
ï,com.apple.keylayout.IrishExtended,"[[32, [""option""]], [34, []]]"
ı,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [34, []]]"
ị,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [34, []]]"
ì,com.apple.keylayout.IrishExtended,"[[50, [""option""]], [34, []]]"
ỉ,com.apple.keylayout.IrishExtended,"[[6, [""option""]], [34, []]]"
ɩ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [34, []]]"
ī,com.apple.keylayout.IrishExtended,"[[0, [""option""]], [34, []]]"
į,com.apple.keylayout.IrishExtended,"[[46, [""option""]], [34, []]]"
ɨ,com.apple.keylayout.IrishExtended,"[[37, [""option""]], [34, []]]"
ĩ,com.apple.keylayout.IrishExtended,"[[45, [""option""]], [34, []]]"
ḭ,com.apple.keylayout.IrishExtended,"[[3, [""option"", ""shift""]], [34, []]]"
ǰ,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [38, []]]"
ĵ,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [38, []]]"
ƞ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [38, []]]"
ḱ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [40, []]]"
ǩ,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [40, []]]"
ķ,com.apple.keylayout.IrishExtended,"[[8, [""option""]], [40, []]]"
ḳ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [40, []]]"
ƙ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [40, []]]"
ḵ,com.apple.keylayout.IrishExtended,"[[4, [""option""]], [40, []]]"
ĸ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [40, []]]"
ĺ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [37, []]]"
ľ,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [37, []]]"
ļ,com.apple.keylayout.IrishExtended,"[[8, [""option""]], [37, []]]"
ḽ,com.apple.keylayout.IrishExtended,"[[5, [""option"", ""shift""]], [37, []]]"
ḷ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [37, []]]"
ḻ,com.apple.keylayout.IrishExtended,"[[4, [""option""]], [37, []]]"
ł,com.apple.keylayout.IrishExtended,"[[37, [""option""]], [37, []]]"
ḿ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [46, []]]"
m̂,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [46, []]]"
ṁ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [46, []]]"
ṃ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [46, []]]"
ɯ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [46, []]]"
ń,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [45, []]]"
ň,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [45, []]]"
ņ,com.apple.keylayout.IrishExtended,"[[8, [""option""]], [45, []]]"
n̂,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [45, []]]"
ṋ,com.apple.keylayout.IrishExtended,"[[5, [""option"", ""shift""]], [45, []]]"
ṅ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [45, []]]"
ṇ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [45, []]]"
ǹ,com.apple.keylayout.IrishExtended,"[[50, [""option""]], [45, []]]"
ɲ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [45, []]]"
ṉ,com.apple.keylayout.IrishExtended,"[[4, [""option""]], [45, []]]"
ŋ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [45, []]]"
ñ,com.apple.keylayout.IrishExtended,"[[45, [""option""]], [45, []]]"
ó,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [31, []]]"
ŏ,com.apple.keylayout.IrishExtended,"[[11, [""option""]], [31, []]]"
ǒ,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [31, []]]"
ô,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [31, []]]"
ö,com.apple.keylayout.IrishExtended,"[[32, [""option""]], [31, []]]"
ȯ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [31, []]]"
ọ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [31, []]]"
ő,com.apple.keylayout.IrishExtended,"[[38, [""option""]], [31, []]]"
ò,com.apple.keylayout.IrishExtended,"[[50, [""option""]], [31, []]]"
ỏ,com.apple.keylayout.IrishExtended,"[[6, [""option""]], [31, []]]"
ơ,com.apple.keylayout.IrishExtended,"[[34, [""option""]], [31, []]]"
ō,com.apple.keylayout.IrishExtended,"[[0, [""option""]], [31, []]]"
ǫ,com.apple.keylayout.IrishExtended,"[[46, [""option""]], [31, []]]"
ø,com.apple.keylayout.IrishExtended,"[[40, [""option""]], [31, []]]"
ɵ,com.apple.keylayout.IrishExtended,"[[37, [""option""]], [31, []]]"
õ,com.apple.keylayout.IrishExtended,"[[45, [""option""]], [31, []]]"
ṕ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [35, []]]"
ṗ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [35, []]]"
ƥ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [35, []]]"
q̇,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [12, []]]"
ʠ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [12, []]]"
ƣ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [12, []]]"
ŕ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [15, []]]"
ř,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [15, []]]"
ŗ,com.apple.keylayout.IrishExtended,"[[8, [""option""]], [15, []]]"
ṙ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [15, []]]"
ṛ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [15, []]]"
ʈ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [15, []]]"
ṟ,com.apple.keylayout.IrishExtended,"[[4, [""option""]], [15, []]]"
ʀ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [15, []]]"
ś,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [1, []]]"
š,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [1, []]]"
ş,com.apple.keylayout.IrishExtended,"[[8, [""option""]], [1, []]]"
ŝ,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [1, []]]"
ș,com.apple.keylayout.IrishExtended,"[[35, [""option""]], [1, []]]"
ṡ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [1, []]]"
ṣ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [1, []]]"
ʃ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [1, []]]"
ſ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [1, []]]"
ť,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [17, []]]"
ţ,com.apple.keylayout.IrishExtended,"[[8, [""option""]], [17, []]]"
ṱ,com.apple.keylayout.IrishExtended,"[[5, [""option"", ""shift""]], [17, []]]"
ț,com.apple.keylayout.IrishExtended,"[[35, [""option""]], [17, []]]"
ẗ,com.apple.keylayout.IrishExtended,"[[32, [""option""]], [17, []]]"
ṫ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [17, []]]"
ṭ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [17, []]]"
ƭ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [17, []]]"
ṯ,com.apple.keylayout.IrishExtended,"[[4, [""option""]], [17, []]]"
ŧ,com.apple.keylayout.IrishExtended,"[[37, [""option""]], [17, []]]"
ú,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [32, []]]"
ŭ,com.apple.keylayout.IrishExtended,"[[11, [""option""]], [32, []]]"
ǔ,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [32, []]]"
û,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [32, []]]"
ṷ,com.apple.keylayout.IrishExtended,"[[5, [""option"", ""shift""]], [32, []]]"
ü,com.apple.keylayout.IrishExtended,"[[32, [""option""]], [32, []]]"
ụ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [32, []]]"
ű,com.apple.keylayout.IrishExtended,"[[38, [""option""]], [32, []]]"
ù,com.apple.keylayout.IrishExtended,"[[50, [""option""]], [32, []]]"
ủ,com.apple.keylayout.IrishExtended,"[[6, [""option""]], [32, []]]"
ʋ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [32, []]]"
ư,com.apple.keylayout.IrishExtended,"[[34, [""option""]], [32, []]]"
ū,com.apple.keylayout.IrishExtended,"[[0, [""option""]], [32, []]]"
ų,com.apple.keylayout.IrishExtended,"[[46, [""option""]], [32, []]]"
ů,com.apple.keylayout.IrishExtended,"[[40, [""option""]], [32, []]]"
ʊ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [32, []]]"
ũ,com.apple.keylayout.IrishExtended,"[[45, [""option""]], [32, []]]"
ṵ,com.apple.keylayout.IrishExtended,"[[3, [""option"", ""shift""]], [32, []]]"
ǘ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [9, []]]"
ǚ,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [9, []]]"
ṿ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [9, []]]"
ǜ,com.apple.keylayout.IrishExtended,"[[50, [""option""]], [9, []]]"
ǖ,com.apple.keylayout.IrishExtended,"[[0, [""option""]], [9, []]]"
ʌ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [9, []]]"
ṽ,com.apple.keylayout.IrishExtended,"[[45, [""option""]], [9, []]]"
ẃ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [13, []]]"
ŵ,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [13, []]]"
ẅ,com.apple.keylayout.IrishExtended,"[[32, [""option""]], [13, []]]"
ẇ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [13, []]]"
ẉ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [13, []]]"
ẁ,com.apple.keylayout.IrishExtended,"[[50, [""option""]], [13, []]]"
ẘ,com.apple.keylayout.IrishExtended,"[[40, [""option""]], [13, []]]"
ƿ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [13, []]]"
ǯ,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [7, []]]"
ẍ,com.apple.keylayout.IrishExtended,"[[32, [""option""]], [7, []]]"
ẋ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [7, []]]"
ɖ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [7, []]]"
ý,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [16, []]]"
ŷ,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [16, []]]"
ÿ,com.apple.keylayout.IrishExtended,"[[32, [""option""]], [16, []]]"
ẏ,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [16, []]]"
ỵ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [16, []]]"
ỳ,com.apple.keylayout.IrishExtended,"[[50, [""option""]], [16, []]]"
ỷ,com.apple.keylayout.IrishExtended,"[[6, [""option""]], [16, []]]"
ƴ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [16, []]]"
ȳ,com.apple.keylayout.IrishExtended,"[[0, [""option""]], [16, []]]"
ẙ,com.apple.keylayout.IrishExtended,"[[40, [""option""]], [16, []]]"
ȝ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [16, []]]"
ỹ,com.apple.keylayout.IrishExtended,"[[45, [""option""]], [16, []]]"
ź,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [6, []]]"
ž,com.apple.keylayout.IrishExtended,"[[9, [""option""]], [6, []]]"
ẑ,com.apple.keylayout.IrishExtended,"[[22, [""option""]], [6, []]]"
ż,com.apple.keylayout.IrishExtended,"[[13, [""option""]], [6, []]]"
ẓ,com.apple.keylayout.IrishExtended,"[[7, [""option""]], [6, []]]"
ȥ,com.apple.keylayout.IrishExtended,"[[47, [""option"", ""shift""]], [6, []]]"
ẕ,com.apple.keylayout.IrishExtended,"[[4, [""option""]], [6, []]]"
ʒ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [6, []]]"
ƶ,com.apple.keylayout.IrishExtended,"[[37, [""option""]], [6, []]]"
Ɛ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [20, [""shift""]]]"
Ǻ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [33, [""shift""]]]"
Ǽ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [39, [""option"", ""shift""]]]"
Ǣ,com.apple.keylayout.IrishExtended,"[[0, [""option""]], [39, [""option"", ""shift""]]]"
Ǿ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [31, [""option"", ""shift""]]]"
ǻ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [33, []]]"
ǽ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [39, [""option""]]]"
ǣ,com.apple.keylayout.IrishExtended,"[[0, [""option""]], [39, [""option""]]]"
ǿ,com.apple.keylayout.IrishExtended,"[[14, [""option""]], [31, [""option""]]]"
ʻ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [30, [""option""]]]"
ʼ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [30, [""option"", ""shift""]]]"
ʽ,com.apple.keylayout.IrishExtended,"[[41, [""option"", ""shift""]], [33, [""option""]]]"
´,com.apple.keylayout.Swedish-Pro,"[[24, []], [49, []]]"
¨,com.apple.keylayout.Swedish-Pro,"[[30, []], [49, []]]"
`,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [49, []]]"
^,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [49, []]]"
~,com.apple.keylayout.Swedish-Pro,"[[30, [""option""]], [49, []]]"
Á,com.apple.keylayout.Swedish-Pro,"[[24, []], [0, [""shift""]]]"
Ä,com.apple.keylayout.Swedish-Pro,"[[30, []], [0, [""shift""]]]"
À,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [0, [""shift""]]]"
Â,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [0, [""shift""]]]"
Ã,com.apple.keylayout.Swedish-Pro,"[[30, [""option""]], [0, [""shift""]]]"
É,com.apple.keylayout.Swedish-Pro,"[[24, []], [14, [""shift""]]]"
Ë,com.apple.keylayout.Swedish-Pro,"[[30, []], [14, [""shift""]]]"
È,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [14, [""shift""]]]"
Ê,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [14, [""shift""]]]"
Í,com.apple.keylayout.Swedish-Pro,"[[24, []], [34, [""shift""]]]"
Ï,com.apple.keylayout.Swedish-Pro,"[[30, []], [34, [""shift""]]]"
Ì,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [34, [""shift""]]]"
Î,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [34, [""shift""]]]"
Ñ,com.apple.keylayout.Swedish-Pro,"[[30, [""option""]], [45, [""shift""]]]"
Ó,com.apple.keylayout.Swedish-Pro,"[[24, []], [31, [""shift""]]]"
Ö,com.apple.keylayout.Swedish-Pro,"[[30, []], [31, [""shift""]]]"
Ò,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [31, [""shift""]]]"
Ô,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [31, [""shift""]]]"
Õ,com.apple.keylayout.Swedish-Pro,"[[30, [""option""]], [31, [""shift""]]]"
Ú,com.apple.keylayout.Swedish-Pro,"[[24, []], [32, [""shift""]]]"
Ü,com.apple.keylayout.Swedish-Pro,"[[30, []], [32, [""shift""]]]"
Ù,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [32, [""shift""]]]"
Û,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [32, [""shift""]]]"
Ÿ,com.apple.keylayout.Swedish-Pro,"[[30, []], [16, [""shift""]]]"
á,com.apple.keylayout.Swedish-Pro,"[[24, []], [0, []]]"
ä,com.apple.keylayout.Swedish-Pro,"[[30, []], [0, []]]"
à,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [0, []]]"
â,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [0, []]]"
ã,com.apple.keylayout.Swedish-Pro,"[[30, [""option""]], [0, []]]"
é,com.apple.keylayout.Swedish-Pro,"[[24, []], [14, []]]"
ë,com.apple.keylayout.Swedish-Pro,"[[30, []], [14, []]]"
è,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [14, []]]"
ê,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [14, []]]"
í,com.apple.keylayout.Swedish-Pro,"[[24, []], [34, []]]"
ï,com.apple.keylayout.Swedish-Pro,"[[30, []], [34, []]]"
ì,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [34, []]]"
î,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [34, []]]"
ñ,com.apple.keylayout.Swedish-Pro,"[[30, [""option""]], [45, []]]"
ó,com.apple.keylayout.Swedish-Pro,"[[24, []], [31, []]]"
ö,com.apple.keylayout.Swedish-Pro,"[[30, []], [31, []]]"
ò,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [31, []]]"
ô,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [31, []]]"
õ,com.apple.keylayout.Swedish-Pro,"[[30, [""option""]], [31, []]]"
ú,com.apple.keylayout.Swedish-Pro,"[[24, []], [32, []]]"
ü,com.apple.keylayout.Swedish-Pro,"[[30, []], [32, []]]"
ù,com.apple.keylayout.Swedish-Pro,"[[24, [""shift""]], [32, []]]"
û,com.apple.keylayout.Swedish-Pro,"[[30, [""shift""]], [32, []]]"
ÿ,com.apple.keylayout.Swedish-Pro,"[[30, []], [16, []]]"
´,com.apple.keylayout.Inuktitut-Nutaaq,"[[14, [""option""]], [49, []]]"
˘,com.apple.keylayout.Inuktitut-Nutaaq,"[[11, [""option""]], [49, []]]"
ˇ,com.apple.keylayout.Inuktitut-Nutaaq,"[[9, [""option""]], [49, []]]"
¸,com.apple.keylayout.Inuktitut-Nutaaq,"[[8, [""option""]], [49, []]]"
ˆ,com.apple.keylayout.Inuktitut-Nutaaq,"[[22, [""option""]], [49, []]]"
‸,com.apple.keylayout.Inuktitut-Nutaaq,"[[5, [""option"", ""shift""]], [49, []]]"
",",com.apple.keylayout.Inuktitut-Nutaaq,"[[35, [""option""]], [49, []]]"
¨,com.apple.keylayout.Inuktitut-Nutaaq,"[[32, [""option""]], [49, []]]"
˙,com.apple.keylayout.Inuktitut-Nutaaq,"[[13, [""option""]], [49, []]]"
.,com.apple.keylayout.Inuktitut-Nutaaq,"[[7, [""option""]], [49, []]]"
˝,com.apple.keylayout.Inuktitut-Nutaaq,"[[38, [""option""]], [49, []]]"
 ̏,com.apple.keylayout.Inuktitut-Nutaaq,"[[16, [""option"", ""shift""]], [49, []]]"
`,com.apple.keylayout.Inuktitut-Nutaaq,"[[50, [""option""]], [49, []]]"
ˀ,com.apple.keylayout.Inuktitut-Nutaaq,"[[6, [""option""]], [49, []]]"
ʔ,com.apple.keylayout.Inuktitut-Nutaaq,"[[47, [""option"", ""shift""]], [49, []]]"
ʼ,com.apple.keylayout.Inuktitut-Nutaaq,"[[34, [""option""]], [49, []]]"
 ̑,com.apple.keylayout.Inuktitut-Nutaaq,"[[1, [""option"", ""shift""]], [49, []]]"
¯,com.apple.keylayout.Inuktitut-Nutaaq,"[[0, [""option""]], [49, []]]"
ˍ,com.apple.keylayout.Inuktitut-Nutaaq,"[[4, [""option""]], [49, []]]"
˛,com.apple.keylayout.Inuktitut-Nutaaq,"[[46, [""option""]], [49, []]]"
˚,com.apple.keylayout.Inuktitut-Nutaaq,"[[40, [""option""]], [49, []]]"
№,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [49, []]]"
-,com.apple.keylayout.Inuktitut-Nutaaq,"[[37, [""option""]], [49, []]]"
˜,com.apple.keylayout.Inuktitut-Nutaaq,"[[45, [""option""]], [49, []]]"
 ̰,com.apple.keylayout.Inuktitut-Nutaaq,"[[3, [""option"", ""shift""]], [49, []]]"
ʺ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [39, [""shift""]]]"
Ɛ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [20, [""shift""]]]"
Ƽ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [23, [""shift""]]]"
ʹ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [39, []]]"
Ȣ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [28, [""shift""]]]"
ƨ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [43, [""option""]]]"
ɛ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [45, [""option""]]]"
ƽ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [49, []]]"
ƅ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [0, [""shift""]]]"
⁊,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [31, [""shift""]]]"
ȣ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [32, [""shift""]]]"
Ƨ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [19, [""shift""]]]"
Á,com.apple.keylayout.Inuktitut-Nutaaq,"[[14, [""option""]], [0, [""shift""]]]"
Ă,com.apple.keylayout.Inuktitut-Nutaaq,"[[11, [""option""]], [0, [""shift""]]]"
Ǎ,com.apple.keylayout.Inuktitut-Nutaaq,"[[9, [""option""]], [0, [""shift""]]]"
Â,com.apple.keylayout.Inuktitut-Nutaaq,"[[22, [""option""]], [0, [""shift""]]]"
Ä,com.apple.keylayout.Inuktitut-Nutaaq,"[[32, [""option""]], [0, [""shift""]]]"
Ȧ,com.apple.keylayout.Inuktitut-Nutaaq,"[[13, [""option""]], [0, [""shift""]]]"
Ạ,com.apple.keylayout.Inuktitut-Nutaaq,"[[7, [""option""]], [0, [""shift""]]]"
Ȁ,com.apple.keylayout.Inuktitut-Nutaaq,"[[16, [""option"", ""shift""]], [0, [""shift""]]]"
À,com.apple.keylayout.Inuktitut-Nutaaq,"[[50, [""option""]], [0, [""shift""]]]"
Ả,com.apple.keylayout.Inuktitut-Nutaaq,"[[6, [""option""]], [0, [""shift""]]]"
Ȃ,com.apple.keylayout.Inuktitut-Nutaaq,"[[1, [""option"", ""shift""]], [0, [""shift""]]]"
Ā,com.apple.keylayout.Inuktitut-Nutaaq,"[[0, [""option""]], [0, [""shift""]]]"
Ą,com.apple.keylayout.Inuktitut-Nutaaq,"[[46, [""option""]], [0, [""shift""]]]"
Å,com.apple.keylayout.Inuktitut-Nutaaq,"[[40, [""option""]], [0, [""shift""]]]"
Ə,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [0, [""shift""]]]"
Ã,com.apple.keylayout.Inuktitut-Nutaaq,"[[45, [""option""]], [0, [""shift""]]]"
Ḃ,com.apple.keylayout.Inuktitut-Nutaaq,"[[13, [""option""]], [11, [""shift""]]]"
Ḅ,com.apple.keylayout.Inuktitut-Nutaaq,"[[7, [""option""]], [11, [""shift""]]]"
Ɓ,com.apple.keylayout.Inuktitut-Nutaaq,"[[47, [""option"", ""shift""]], [11, [""shift""]]]"
Ḇ,com.apple.keylayout.Inuktitut-Nutaaq,"[[4, [""option""]], [11, [""shift""]]]"
Ć,com.apple.keylayout.Inuktitut-Nutaaq,"[[14, [""option""]], [8, [""shift""]]]"
Č,com.apple.keylayout.Inuktitut-Nutaaq,"[[9, [""option""]], [8, [""shift""]]]"
Ç,com.apple.keylayout.Inuktitut-Nutaaq,"[[8, [""option""]], [8, [""shift""]]]"
Ĉ,com.apple.keylayout.Inuktitut-Nutaaq,"[[22, [""option""]], [8, [""shift""]]]"
Ċ,com.apple.keylayout.Inuktitut-Nutaaq,"[[13, [""option""]], [8, [""shift""]]]"
Ƈ,com.apple.keylayout.Inuktitut-Nutaaq,"[[47, [""option"", ""shift""]], [8, [""shift""]]]"
Ɔ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [8, [""shift""]]]"
Ď,com.apple.keylayout.Inuktitut-Nutaaq,"[[9, [""option""]], [2, [""shift""]]]"
Ḑ,com.apple.keylayout.Inuktitut-Nutaaq,"[[8, [""option""]], [2, [""shift""]]]"
Ḓ,com.apple.keylayout.Inuktitut-Nutaaq,"[[5, [""option"", ""shift""]], [2, [""shift""]]]"
Ḋ,com.apple.keylayout.Inuktitut-Nutaaq,"[[13, [""option""]], [2, [""shift""]]]"
Ḍ,com.apple.keylayout.Inuktitut-Nutaaq,"[[7, [""option""]], [2, [""shift""]]]"
Ɗ,com.apple.keylayout.Inuktitut-Nutaaq,"[[47, [""option"", ""shift""]], [2, [""shift""]]]"
Ḏ,com.apple.keylayout.Inuktitut-Nutaaq,"[[4, [""option""]], [2, [""shift""]]]"
Đ,com.apple.keylayout.Inuktitut-Nutaaq,"[[37, [""option""]], [2, [""shift""]]]"
É,com.apple.keylayout.Inuktitut-Nutaaq,"[[14, [""option""]], [14, [""shift""]]]"
Ĕ,com.apple.keylayout.Inuktitut-Nutaaq,"[[11, [""option""]], [14, [""shift""]]]"
Ě,com.apple.keylayout.Inuktitut-Nutaaq,"[[9, [""option""]], [14, [""shift""]]]"
Ȩ,com.apple.keylayout.Inuktitut-Nutaaq,"[[8, [""option""]], [14, [""shift""]]]"
Ê,com.apple.keylayout.Inuktitut-Nutaaq,"[[22, [""option""]], [14, [""shift""]]]"
Ḙ,com.apple.keylayout.Inuktitut-Nutaaq,"[[5, [""option"", ""shift""]], [14, [""shift""]]]"
Ë,com.apple.keylayout.Inuktitut-Nutaaq,"[[32, [""option""]], [14, [""shift""]]]"
Ė,com.apple.keylayout.Inuktitut-Nutaaq,"[[13, [""option""]], [14, [""shift""]]]"
Ẹ,com.apple.keylayout.Inuktitut-Nutaaq,"[[7, [""option""]], [14, [""shift""]]]"
Ȅ,com.apple.keylayout.Inuktitut-Nutaaq,"[[16, [""option"", ""shift""]], [14, [""shift""]]]"
È,com.apple.keylayout.Inuktitut-Nutaaq,"[[50, [""option""]], [14, [""shift""]]]"
Ẻ,com.apple.keylayout.Inuktitut-Nutaaq,"[[6, [""option""]], [14, [""shift""]]]"
Ȇ,com.apple.keylayout.Inuktitut-Nutaaq,"[[1, [""option"", ""shift""]], [14, [""shift""]]]"
Ē,com.apple.keylayout.Inuktitut-Nutaaq,"[[0, [""option""]], [14, [""shift""]]]"
Ę,com.apple.keylayout.Inuktitut-Nutaaq,"[[46, [""option""]], [14, [""shift""]]]"
E̊,com.apple.keylayout.Inuktitut-Nutaaq,"[[40, [""option""]], [14, [""shift""]]]"
Ǝ,com.apple.keylayout.Inuktitut-Nutaaq,"[[41, [""option"", ""shift""]], [14, [""shift""]]]"
Ẽ,com.apple.keylayout.Inuktitut-Nutaaq,"[[45, [""option""]], [14, [""shift""]]]"
